,author_id,body,polarity,subjectivity
29,4383," Knowledge Quiz : Q2 \n\nWhy this is not a learning objective:\nAt the end of classes on Trigonometry(Triangles), students will be able to Construct triangles of stated dimensions using only ruler and compass.\n\nGiven below are learning objectives designed by a High School Mathematics teacher for the topic Triangles. Which of the following is a valid learning objective?\nAt the end of the classes given drawings of 5 triangles, students will be able to classify them as equilateral, isosceles or scalene., At the end of classes on Trigonometry, students will be able to Construct triangles of stated dimensions using only ruler and compass., - correct\nAt the end of the classes on Triangles, students will be able to understand equilateral triangles.\nAt the end of the classes given drawings of 5 triangles, students will be able to classify them as equilateral, isosceles or scalene.\nAt the end of classes on Trigonometry(Triangles), students will be able to Construct triangles of stated dimensions using only ruler and compass.\nAt the end of classes on Triangles, students will be able to learn about real life applications of triangle properties with interest.",0.29692307692307696,0.6396153846153847
30,110640,"Q1.1 is a dropdown, so you have to choose from it and Q 1.2 is a radio button input. It may be a browser related issue, try to see if you can view the form in Google Chrome or Chromium.\n\nSee the below image for reference![Screenshot_of_Survey][1]\n\n  [1]: https://iitbombayxupload.s3.amazonaws.com/1452159986683992.png",0.0,0.4
31,33390,In laboratory parallel programming approach is beneficial for student to direct recall understand analyze and do it or create applications. its saving time and specific objective measurable..,0.025,0.15625
32,117594,Thanks for the opportunity,0.2,0.2
33,111930,"hello all, We at our institute using Outcome Based Teaching Learning from last three years and have seen tremendous effect on active participation of students in learning process. \nYou can arrange a small play or involve them in process for example:\n\nTo show modes of heat transfer...\n1. give your chalk/pen/duster to first bench student and ask him to give it to last bench student without leaving his position. He will pass it to another student and chain will be formed. This defines Conduction.\n2. for convection, ask the last bench student to bring that back to you by himself. This shows movement of matter for heat transfer that is convection.\n3. For radiation, now just throw whatever you have (Take care..!). Neither you have moved nor the receiver. And no medium is used.",0.024999999999999998,0.3166666666666667
34,117594,teachers should not drag the class for long. it will make the class boring for the students. teachers can make the class interesting by playing games and doing interactive questionaires.,-0.125,0.4927083333333333
35,113727,By making activity based learning classroom.,0.0,0.0
36,113727,"Students love to learn in groups, it may be small or large groups.",0.15476190476190477,0.4761904761904762
37,117393,I have also finalise outcome for Geotechnical Engineering subject. I would like to share it with you.\n\n - Students will be able to identify type of soil and various stresses acting on it.\n - Students will be able to Understand and apply basic soil mechanics principle to identify various properties of soil Students will be able to suggest suitable compaction method.\n - Students will be able to identify various forces acting on the retaining wall and design retaining wall.,0.19861111111111115,0.43402777777777773
38,113727,Yes sir by games and interactive questionnaire one can stretch the class long provided there will be satisfaction of learning at student end.,-0.05,0.4
39,117399,I am dealing with Construction Management subject for TY B. Tech students of engineering. I have prepared course outcome of the subject and found it very useful in teaching learning process.\nHowever after watching videos I think it is necessary to prepare topic outcome.,0.014166666666666675,0.41666666666666663
40,117399,Are you going to prepare topic outcome?,0.0,0.0
41,117393,YES,0.0,0.0
42,117393,Did you think outcome based education will enhance teaching learning process,0.0,0.0
43,117399,Yes surly it works,0.0,0.0
44,111453,Thanks for providing us a wonderful opportunity.,0.6,0.6
45,111726,what if traveling is not possible for a particular subject?\n,0.08333333333333333,0.6666666666666666
46,111726,but they have mentioned to keep it ready in meantime...,0.2,0.5
47,99247,How many weeks Two or six week STTP certificate will be issued after successful completion of the course and eligible to get   ISTE certificate.,0.625,0.725
48,110640,The answers of knowledge quiz will be displayed only after the due date is crossed. So not sure why this question is posed now. \n,-0.125,0.7546296296296297
49,117101,Thanks really nice sessions,0.4,0.6
50,118262,You can use the ICT to create interest in learning for the students.,0.0,0.0
51,118262,How the learning objective of topic which deals about very basic principles will fulfill all the three criteria?,0.0,0.13125
52,118605,"The Teachers should give the real life examples based on our subject topic, so the student can visualize and can give better response.Two way communication in teaching learning process is very important. ",0.2633333333333333,0.5333333333333333
53,117347,Thanks for the opportunity,0.2,0.2
54,117347,BY GIVING PRACTICAL EXAMPLE,0.0,0.0
55,110690,"Learning objectives for every concept big and small, should cover Validity, Measurability and Specificity.\nIf these factors are not present in the learning objectives, it can lead to ambiguity, and miscommunication. As you know that learning objectives are ways to bring students and teacher's expectations on the same page. Clearly defining learning objectives ensures that student is very clear about - what to expect, whom to expect from, how to measure or evaluate the outcome and what duration is necessary for the given topic.",-0.0028571428571428476,0.35809523809523813
56,110690,Your question is not clear. Could you rephrase your query?,-0.05000000000000001,0.3833333333333333
57,114030,I have participated in the course survey and submitting the form. it gave me a reply as i will receive a mail. but again if i go to section again it shows a fresh form. how do i understand that i have already submitted the same,0.15,0.3125
58,114030,I have participated in the course survey and submitting the form. it gave me a reply as i will receive a mail. but again if i go to section again it shows a fresh form. how do i understand that i have already submitted the same,0.15,0.3125
59,114030,really happy to be participating in it,0.8,1.0
60,114694,"I think the three criteria you are talking about are student focus, specificity and measurability which can always be incorporated in any of the learning objectives by choosing words or verbs that can be quantified in terms of evaluation through relevant questions and are time bound.To enhance student focus requires pedagogical modifications like citing practical examples,videos etc.\n",0.4,0.9
61,116255,What are important points to keep in mind while defining Learning Objectives of Course and a topic in that course?,0.4,1.0
62,116255,"Before explaining a topic, the students should have an intuition for the necessity of the topic which will be explained next and then the teacher can have responses from students and interaction can be improved.",0.0,0.0
63,113467,I m polytechnic lecturer can I apply for iste certificate ?,0.0,0.0
64,808,"I would like to share the Learning objectives of the Course Design of Machine Elements-I for Third Year Mechanical Engineering Students.\n1.The students will be able to demonstrate capability of selection of materials, stress analysis and design procedure.\n2.The students will be able design machine elements subjected to static loads and fluctuating loads.\n3.The students will be able to design and analyze welded joints and riveted joints.\n4.The students will be able to design and analyze springs.",0.4166666666666667,0.5666666666666667
65,808,While defining learning objectives how can the bloom's taxonomy be followed.,0.0,0.0
66,808,"The interaction between the teachers and students can be increased by dealing with the basics and arranging quizzes,multiple choice questions and discussion ;it helps better interaction .",0.5,0.5
67,808,"Specific ,Clear and Goal Oriented ",0.05000000000000001,0.25416666666666665
68,113162,Nice to participate in this course,0.6,1.0
69,808,Nice course,0.6,1.0
70,808,"Specific ,Clear and Goal Oriented",0.05000000000000001,0.25416666666666665
71,113467,Sir thank u for giving such opportunity,0.0,0.5
72,113166,Thanks for such a wonderful course. it will be really useful for framing syllabus.,0.375,0.425
73,108283,To learn the methods of teaching,0.0,0.0
74,108283,But definitly the course is goal oriented as i have gone through the course objectives and course plan,0.0,0.0
75,6396,Thankful for giving us this opportunity,0.0,0.0
76,6396,Thankful for giving us this opportunity\n,0.0,0.0
77,116396,how can i get the assignment questions and how can i submit and also for ISTE assignments.,0.0,0.0
78,6396,Is there any activity in moodle portal like submission or any survey?,0.0,0.0
79,115854,which should be measurable,0.0,0.0
80,116405,"I had been teaching control theory and i found a couple of times that the students are not understanding the underlying concepts of Mathematical Modeling. This happened after i asked a question to relate the procedure and its application to physical world. A lot of unexpected (were very much expected after i started understanding this course) answers came up like Mathematical modelling is done to do inter-conversion between various mechanical systems to electrical circuits. So i determined the learning objective to relate the purpose of modeling,by explaining them how it determines the relation between input and output. I also explained them to relate the process of modeling to any system whose behaviour is not known\n\nLearning objectives:\n1) Applying conservation of energy principle\n2) Understanding relationship between inputs and outputs\n3) The purpose of modeling\n4) Relate any physical system with mathematical modeling ",0.0,0.25396825396825395
81,20938,Interactive sessions like short quizzes and discussions are important as they help the students to get more involved in the class and get maximum benefit in terms of knowledge. Also the instructor will come to know in what fields the students need more guidance.,0.35,0.575
82,110640,"The graded assignments for Week 1 are:- Reflection Quiz, 3 Questions in Advancing your learning and 6 questions in Knowledge Quiz. There are no separate submissions for ISTE in WEEK 1.  \n",0.0,0.0
83,110640,No. For this course we will use IITBombayX platform only.,0.0,1.0
84,111266,"What would be clear and measurable Learning objective statements for subjects that are interdisciplinary such as Enterprise Resource Computing.? \nHow can effective evaluations be carried out for these.?\nSince covers many streams like Computer Science, Management, Technology etc.",0.24,0.45666666666666667
85,110640,It will be a 2-week equivalent certificate.,0.0,0.0
86,110640,Sorry. That is not possible currently.,-0.16666666666666666,0.7999999999999999
87,110640,"Once you have submitted the form, you do not have to repeat that section. Your submission has been recorded.",0.0,0.0
88,110640,Validity is the broad umbrella term to convey that learning objectives are student focused and is written correctly.,0.0625,0.3125
89,113890,good,0.7,0.6000000000000001
90,111775,Presentations by Prof.Sahana is informative and useful.\nThis semester I have been teaching Digital Signal Processing for second year students.\nThe learning objectives are \nThe students will be\n1. able to compute DFT and IDFT of any given signal using basic equation and FFT algorithms.\n2. able to design IIR and FIR Filter for the given specification\n3. able to understand the  effects of quantization errorin DSP system\n4. able to  write a program  and implement it in  DSP Processors,0.2857142857142857,0.375
91,808,Good,0.7,0.6000000000000001
92,113939,i think the teacher should start by giving an example of a real life problem.,0.2,0.30000000000000004
93,113890,yes,0.0,0.0
94,113142,Very good experience,0.9099999999999999,0.7800000000000001
95,113142,"No template of  Approval letter for obtaining certificate, received for it.Please make it available on portal so that we can download it.",0.4,0.4
96,113142,Approval letter of HEAD of Institute is not mandatory? It is not mentioned in post.,0.0,0.0
97,117460,The course will be highly beneficial. Enriching experience!,0.2,0.5399999999999999
98,113569,lo are basically helps teachers to plan a teaching lesson plan per lect for a particular topic and the output results are in measurable form,0.16666666666666666,0.3333333333333333
99,116706,I am unable to find any format from Head of Institute for getting ISTE certificate. Is there any format or we can upload in our format?\n\nPlease provide me the information.,-0.5,0.5
100,118638,"dear sir,\nhow can i start for "" Reflection Quiz, 3 Questions in Advancing your learning and 6 questions in Knowledge Quiz"" ?\nplease mention the step wise process for the same.\nthanks!",0.875,0.9
101,112667,"Assignments are an integral part of any engineering course but unfortunately they are becoming least productive mode of training. Students behave like a virtual Xerox machine and submit them like some kind of a curriculum burden. Now, some radical changes are the need of this hour to make assignments more productive, new technique, new approach. Please enlighten me if you have one.",0.1461038961038961,0.6512987012987013
102,118638,"how we can correlate bloom's taxanomy, learning objectives with the real time applications? ",0.2,0.30000000000000004
103,113569,Learning objective are effectively used by teacher to define a goal of particular lecturer or no of lectures assigned for particular topic \nFor example if my los are 1. define KVL and KCl laws 2. Rules of KCl and KVLS 3. Apply the KCL and KVL to simple problems  then end of ur lect you can measure the understanding of student by giving a small problem related to the same topic and validate the same by asking how many of them could choose appropriate law for a given problem (validation of Lo1)ow many of them could write /reproduce appropriate law for a given problem taught in class (validation of Lo2)lastly how many of them could arrived at right answer  for a given problem taught in class and then results are measurable at all levels .,0.23126984126984124,0.4006349206349206
104,118638,Learning objective of conflation algorithm is- \nA. Student should able to understand the meaning of conflation and also the advantages of the conflation.,0.25,0.3625
105,113569,I have successfully completed the same,0.375,0.5375
106,118638,Learning objective are effectively used by teacher by defining a goal of a particular module or a topic or activities assigned for a particular topic of entire course.\n,0.18666666666666665,0.4383333333333333
107,118824,every week we can take their assignment in the form of quiz competetion so that they can do their self study and the assignment will be submitted in the form of question and answer.,0.0,0.0
108,118824,yes,0.0,0.0
109,117570,"For students, i think he/she must have a clear idea about the objective of the subject by understanding it by real life examples.. ",0.03333333333333334,0.2791666666666667
110,111726,students were involved into the topic. I need not have to focus them onto the subject,-0.16666666666666666,0.3333333333333333
111,111534,Hi...Learning Objectives can be reformulated as per the university curriculum. By doing this the course outcomes of the particular course can be made specific and easily understandable...Thank you,0.19999999999999998,0.4305555555555556
112,117539,Thank you for the opportunity. I have done MOOC with foreign Universities. This course is awesome,0.4375,0.5625
113,118843,How to improve the interaction between teachers and students and college,0.0,0.0
114,112667,"Thanks for your reply, But The main objective of assignments is to focus students’ thinking in ways that are creative, challenging, and motivating.Quiz is a part of assessment which looks similar to verbal assessment I.e viva.\n",0.22777777777777777,0.5055555555555555
115,118804,Hi All\n\nIllustrate flowchart and algorithm for a given problems\nImplement C programs using various data types and functions\n\nPlease give your valuable suggestions. \nThanks,0.0,0.5
116,113939,"yes, you are right. this will also let us know about their abilities.",0.2857142857142857,0.5357142857142857
117,118804,"Hi\n\nyou can break this course outcomes based at unit level and develop yours, so that it will be easy for you explain that specific unit.\nThanks ",0.21666666666666667,0.4791666666666667
118,118804,It will help faculty to frame question papers accordingly!\n,0.0,0.0
119,106594,"Sir, this is my third course. I really enjoyed them. I am passionate about my teaching career and this course is a boosting energy to quench this thirst.  ",0.15,0.5166666666666667
120,110640,An approval from the head of the institution that the applicant is a bonafide faculty member of the college is sufficient. This letter should be in the institute letter head and the head of institution should sign and put his seal.,0.0,0.0
121,443,ok.Thank u sir.,0.0,0.0
122,118397,It will help you and students to be involved in learning through out the semester,0.0,0.0
123,112524,Yes... this will be better,0.5,0.5
124,112524,"Before making the learning objectives teachers must think over the ""how students get benefit from the course and at what extend students able to learn the topic"".\n ",0.5,0.625
125,113939,yes of course...... it will help students in easy learning.,0.43333333333333335,0.8333333333333334
126,113939,give real life examples and apply the topic to this problem.,0.2,0.30000000000000004
127,112524,This scenario is facing by every faculty in professional colleges and universities.\nSo some new changes have to made which will benefit students and increase the learning ability.,0.11818181818181818,0.2772727272727273
128,116932,"I have defined learning objective for topic recurrence relation as fallows:\n\n""Students will be able to understand & solve recurrence relation""",0.25,0.3625
129,108263,"1.The teaching videos are fixed for complete week or it will be uploaded New videos in every day?\n\n2. I have watched all the videos as on today (8th Jan 2016), can I submit the assignment today itself, or else I need to wait till 17th Jan 2016.\n",0.11212121212121212,0.35151515151515156
130,118804,LO for Flowchart and Algorithms\n\nStudents will be able to illustrate the flowchart and algorithm for the problem given.\n,0.5,0.625
131,110640,"Interesting points being discussed.\n\nLet me put my views as a teacher/instructor first. Quizzes can also be made creative, challenging and motivating. Though this is going to be discussed in coming weeks, do look for Eric Mazur and Peer Instruction in the internet.\n\nNow from a learners perspective the assignments or activities are more useful for me if there is ""pertinency"" associated with it. i.e. there should be a relevance for the assignment in their immediate practice. \n\nLets take 2 examples and see whether this is making sense. I would really like to hear your views about this.\n\nExample 1 - For the topic on Eucledian distance that was discussed in the videos, will an assignment like ""Given physical map of the locality, convert it into cartesian coordinates and identify the shortest distance from your house to school. Use the location of the school as zero reference point (0,0)""\n\nAs a learner the exercise of converting a map to cartesian coordinate system and then trying to find out shortest path is interesting and also relevant. Since there is personalization (distance from my house to school) the ""Xeroxing"" effect is not useful. And again I will know various ways in which I can go to school, and also know the shortest way in which I can reach it (On days when I do not want to reach school fast, I know various other ways to take !!!). \n\nExample 2 - Consider this course's peer assessment activity where you have to write a learning objective and grade 2 others based on the criteria of validity, specificity and measurability.\nQuestion to others - Is it making the activity relevant? Or is it again falling into the same trap?",0.21421440972222222,0.4542328042328042
132,118891,Thank you...This is a Beneficial course!!Waiting for next set of quizzes and assignments....,0.0,0.0
133,117499,On the similar line while framing the learning objectives teacher need to know the background knowledge of the students as pre-requisites.,0.0,0.4
134,117499,Course: Transducers\nTopic: Displacement Transducers\n\nStudent will be able to:\n\n1. Calculate the output of the sensor when it is exposed to described conditions\n\n2. Design a displacement sensor for an application described in a class,0.5,0.625
135,117539,"Whenever we introduce a course and explain course objectives to students,(we follow revised Bloom's Taxonomy)students ask questions like whether they would be able to do that much in the subject. But they are satisfied that they have a map and they could ensure that there is no digression. ",0.2583333333333333,0.5395833333333333
136,117539,exactly,0.25,0.25
137,117499,When learning objectives were discussed in the class following are the reactions:\n\n1. It is good that you told us what is expected from us in advance\n2. We can now align our thinking in the same direction\n3. The clarity about the expectations has boosted my confidence\n\n,0.15,0.30625
138,111506,1.Students will be able to understand Big Data\n2.Students will be able to install Hadoop on Single Node \n3.students will be able to write and execute simple Hadoop Program,0.2380952380952381,0.4244047619047619
139,112667,"Example 1 is the kind of enlightenment I was looking for. Also at the same time, I am not undermining the importance of Quiz.I myself, use quiz as tool for imparting knowledge. It's just my belief that quiz can't fulfill the objectives of an pertinent assignment. Thanks for your inputs on this matter.",0.26666666666666666,0.40833333333333327
140,110640,All the videos for a week will be uploaded at the start of the week so that learners can pace their activity.,0.0,0.0
141,110640,Really great to see that students are asking questions. It may be a good exercise for you to see some of the experiences shared within the Voices from the Field and try to implement in your class while explaining learning objectives.,0.75,0.675
142,111627,1 and 3,0.0,0.0
143,111627,all,0.0,0.0
144,111495,"1 - Students will be able to **derive** their own (independent) correlations between Nu , Re , Pr if they are given a particular set of these values in forced convection.\n\n2 - Students will be able to **solve** Buckingham pie problems.\n\n3.Students will  be in a position to **explain** the mechanism of Convective heat transfer.",0.24444444444444446,0.4847222222222223
145,117539,It gives clarity to the learner as well as the teacher,0.0,0.0
146,111495,yeah 1 and 3 \n,0.0,0.0
147,111495,1 and 3 I guess,0.0,0.0
148,117684,I wish to know details of how I can get a ISTE certicate,0.0,0.0
149,111495,"Students are responding positively, that's a good sign.",0.4636363636363636,0.5727272727272728
150,112079,"The learning objectives for the topic introduction of differential equations are\n1. student will be able to understand a differential equation.\n2. they will be able to write simple differential equations using the derivatives of different orders.\n3. they will be able to write simple differential equations for simple real life problems e.g. usinbg the concept of velocity ,acceleration etc.\n",0.2125,0.48080357142857144
151,112079,i think this is quite general objective\n,0.05000000000000002,0.5
152,112079,"hi.although i am teaching mathematics,but i know C programming also.I think you are taking too big a topic .you should make them understand flowchart first ,then algorithm n lastly programming.And you should write the objectives of flowchartonly",0.08333333333333333,0.16666666666666666
153,111495,"This is my humble opinion\n\n**Teacher -> student** = asking questions after completing each topic (to ensure that students have understood), starting a topic with a question (which is interesting) answer to which they would obtain in the class.{for example if I am going to teach heights and distances in school, first (i.e before teaching the method) I would give students some real life problem, like finding the height of a tower if the cable attached to the top has known length and if the cable is attached to gnd at a particular dist from the foot of the tower. Now this problem is simple and some students may tell that we could use Pythagoras theorem and find the height of the tower. Now I pose my second question, i.e what will you do if the length of the cable is unknown and only the angle that it makes with the gnd is known, at this point students will ponder about the solution. Now they are interested. Introduce the method to them NOW . They will be receptive and will be in a position to appreciate the method. Again after class give them a question that you have not taught and is a bit higher in standard, ask them to ponder over the solution. In the next class analyse their solutions (at least the approach that they took towards the problem ) and tell them the correct method.\n\n**Student ->Teacher** = read the topics for the days class beforehand and make a rough idea, when the teacher entertains questions ask him/her. ",0.08333333333333333,0.36610644257703084
154,112079,good objectives,0.7,0.6000000000000001
155,111495,exactly,0.25,0.25
156,111495,"This is my humble opinion\n\n**Teacher -> student =** asking questions after completing each topic (to ensure that students have understood), starting a topic with a question (which is interesting) answer to which they would obtain in the class.{for example if I am going to teach heights and distances in school, first (i.e before teaching the method) I would give students some real life problem, like finding the height of a tower if the cable attached to the top has known length and if the cable is attached to gnd at a particular dist from the foot of the tower. Now this problem is simple and some students may tell that we could use Pythagoras theorem and find the height of the tower. Now I pose my second question, i.e what will you do if the length of the cable is unknown and only the angle that it makes with the gnd is known, at this point students will ponder about the solution. Now they are interested. Introduce the method to them NOW . They will be receptive and will be in a position to appreciate the method. Again after class give them a question that you have not taught and is a bit higher in standard, ask them to ponder over the solution. In the next class analyse their solutions (at least the approach that they took towards the problem ) and tell them the correct method.\n\n**Student ->Teacher =** read the topics for the days class beforehand and make a rough idea, when the teacher entertains questions ask him/her.",0.08333333333333333,0.36610644257703084
157,118823,High Correlation is very important between learning objectives and course content.,0.34,0.77
158,113854,***Topic: Amplitude Modulation***\nLearning Objectives:- \nStudents should be able to\n1) Describe need of modulation\n2) Identify the nature of Amplitude modulated wave\n3) Calculate modulation index from AM wave,0.5,0.625
159,112043,"You just fill the survey link, in that survey , select 'yes' for ISTE certificate",0.0,0.0
160,113854,If possible we should start with small animation or Video which explains application of particular topic or point,-0.02777777777777778,0.5777777777777777
161,114694,"This post is just to share some of the experiences and knowledge regarding the mistakes that creep in unknowingly while devising a learning objective.\nFor instance,use of the word ""understand""is quite regularly used but should not be included in the objective statement as it is difficult to access or measure the level of the objective attainment. ",-0.125,0.31923076923076926
162,119269,The learning objective 2 may be modified as: \n1. Identify the amplitude modulated signal from a set of signals depending on the nature of graph/plot.\n\n,0.0,0.1
163,112176,"Sometimes, students are not very much interested in knowing objectives. Rather they have examination oriented approach.",-0.125,0.5
164,112176,First objective has understand word so it would be difficult to measure. The rest two objectives seem to be correct.\n,-0.08333333333333333,0.4777777777777778
165,108263,Can I submit before completion of a week?,0.0,0.0
166,112176,1.\tStudent should be able to compare translators and describe the structure of a compiler. \n2.\tStudent should be able to design and employ lexical analyzer to identify tokens. \n3.\tStudent should be able to examine different parsing techniques and implement appropriate techniques for syntax analysis.                   \n4.\tStudent should be able to discuss and apply intermediate code generation technique. \n5.\tStudent should be able to evaluate various types of attributes for Syntax Directed Translation.\n6.\tStudent should be able to analyze basic blocks in different ways and discuss code generation. \n,0.3181818181818182,0.5522727272727272
167,112176,"""Understand "" does not indicate the depth of coverage for that topic.",0.0,0.0
168,112177,examine different parsing techniques? how will you measure it?,0.0,0.6
169,112177,"1.Students will able to explain the architecture of Mobile OS like Android,Windows.\n2. Students will able to describe the GSM Architecture, Mobility Management with Handoff  \n   Techniques.\n",0.5,0.625
170,117617,1.Students will Outline the basic principles of security \n2.Students will Recognize need for security \n3.Students will Analyze difference between threat and attacks\n,0.0,0.125
171,111380,Frequent mistakes in understanding and designing Learning Objective and Learning Outcomes occur.\nLearning Objective and Outcome need to be clearly understood by the Faculty and Students,0.05,0.22083333333333333
172,115369,"1. Students will be able to understand stack concept as LIFO data structure\n2. Students will be able to understand use of stack in applications such as function calls, recursion, parsing, expression conversion etc. \n3. students will be able to write algorithm to solve given problem using stack data structure. ",0.375,0.59375
173,110667,Yes. You can submit anytime before the deadline.,0.0,0.0
174,117467,"You can always assess the ""understand"" objectively by asking pointed questions. For example when you teach probability, it has to be understood that it must lie between 0 and 1. One can then devise questions which will lead to correct answer only if this point is understood.",0.0,0.55
175,117467,"For most of the lower or first level courses such as in the first two years of UG training, it is very difficult (sometimes not possible) to have learning objectives that come under evaluate and create.",0.05833333333333333,0.611111111111111
176,110667,"This is not always true. The create level can also mean creating a design using the concepts learnt in class, The question can also be a pen and paper question, but it qualifies as a CREATE level question",0.01874999999999999,0.66875
177,117467,"Can we then safely say that asking a question that is out of syllabus, so to say, qualifies for the create level?\n",0.5,0.5
178,39388,"a staff member want to teach for looping, want to create delay, want to teach the conditional checking, showcase the finalized finished product called digital clock, but not the code, then give them some time. so that they can think and come up with doubt aiming at completing the problem",0.0,0.0
179,39388,"i suggest better showcase the students about the finalized product, lure their attention, and that will pave the way for framing the learning objectives",0.5,0.5
180,116202,"Learning objectives are very important in these days. In olden days (ie. in my days of studying), syllabus and references will be given. But sometimes we do not understand why we are learning this in this topic. Thanks to blooms taxonomy. However, it is question that whether the learning objective given is clear. I have seen many institute following the instruction of giving learning objectives simply by repeating the phrases. For eg. X able to make student understand Y and so on. It should be given clearly, consciously and more importantly must reflect the actual syllabus as well practice/applications. ",0.235,0.4471230158730159
181,117467,I don't get you ThivaharanS. Learning objectives should be framed before the course instruction begins.,0.0,0.0
182,104584,"Do remember it's India, where one have no control on any thing like bla-bla .... Pl. do not wait for the last date - it is the date ""**TILL**"" one can submit.   ",0.0,0.06666666666666667
183,110690,How will you measure whether your first and second learning objectives have been met by the student?,0.125,0.16666666666666666
184,110690,You need to refine the learning objectives more. Check them against the rubrics for measurability and validity.,0.5,0.5
