,Unnamed: 0,source,target
315,315,110640,524
316,316,34527,null
317,317,118369,null
318,318,116706,115445
319,319,119822,114694
320,320,117375,117448
321,321,117375,34527
322,322,116090,117448
323,323,118676,null
324,324,103489,null
325,325,112821,117448
326,326,4512,117448
327,327,4512,114694
328,328,110636,120922
329,329,110636,118369
330,330,119822,116202
331,331,111775,116202
332,332,117482,null
333,333,118722,null
334,334,110640,118722
335,335,110690,117375
336,336,110640,103489
337,337,110690,119503
338,338,110640,119503
339,339,15795,114694
340,340,34179,null
341,341,34179,null
342,342,34179,118722
343,343,114806,117448
344,344,34179,18538
345,345,34179,117448
346,346,436,null
347,347,115854,null
348,348,118784,null
349,349,116706,120554
350,350,113166,null
351,351,113166,34527
352,352,113166,119503
353,353,113166,119503
354,354,113166,118369
355,355,113166,120922
356,356,113166,117516
357,357,119503,113166
358,358,119503,113166
359,359,109608,118722
360,360,1210,null
361,361,113162,null
362,362,113162,113166
363,363,113162,34179
364,364,113162,118676
365,365,1210,null
366,366,112296,null
367,367,120954,112296
368,368,104311,null
369,369,110639,34179
370,370,112551,436
371,371,112551,97949
372,372,118852,117448
373,373,113652,116973
374,374,113652,116973
375,375,113661,34527
376,376,111656,4512
377,377,15702,114694
378,378,15702,117448
379,379,15702,34179
380,380,15702,34527
381,381,114138,null
382,382,113939,113854
383,383,26090,117448
384,384,26090,113166
385,385,111656,103489
386,386,121232,null
387,387,18161,110640
388,388,18161,34179
389,389,111980,104311
390,390,18161,117375
391,391,113673,116973
392,392,18161,113661
393,393,18161,15702
394,394,121539,117518
395,395,18161,null
396,396,18161,null
397,397,121539,null
398,398,117474,114694
399,399,1661,null
400,400,117568,null
401,401,117459,113166
402,402,117459,113162
403,403,1065,114694
404,404,117608,null
405,405,117609,null
406,406,117779,117779
407,407,113303,null
408,408,117409,117409
409,409,121537,null
410,410,117409,117448
411,411,110667,118784
412,412,42005,null
413,413,110667,1210
414,414,110667,1210
415,415,110667,18161
416,416,110667,109608
417,417,1065,113162
418,418,1065,110667
419,419,1065,null
420,420,1065,113166
421,421,117375,117609
422,422,117375,117608
423,423,3589,null
424,424,110667,3589
425,425,121999,1065
426,426,117375,null
427,427,111454,null
428,428,111454,1065
429,429,111454,117375
430,430,1661,null
431,431,42005,117467
432,432,42005,111454
433,433,111891,116421
434,434,111891,120558
435,435,111891,117824
436,436,117472,null
437,437,111891,1661
438,438,111891,42005
439,439,110640,1661
440,440,111891,113303
441,441,110640,1661
442,442,111891,121539
443,443,110640,18161
444,444,111891,115854
445,445,117343,null
446,446,117662,null
447,447,110640,112551
448,448,110640,114030
449,449,117609,null
450,450,112293,null
451,451,111506,112176
452,452,117375,117375
453,453,118262,117779
454,454,113540,114694
455,455,75350,1661
456,456,110640,null
457,457,75350,18161
458,458,110640,112293
459,459,110640,34179
460,460,110640,34179
461,461,122000,117448
462,462,102948,null
463,463,102948,114694
464,464,110640,104311
465,465,119269,114694
466,466,117466,110640
467,467,118676,113162
468,468,118676,113162
469,469,111326,117467
470,470,110690,117609
471,471,111326,null
472,472,110690,117662
473,473,111326,42005
474,474,111326,121537
475,475,111326,113303
476,476,111326,null
477,477,115236,114694
478,478,110640,117343
479,479,35527,111326
480,480,35527,null
481,481,117518,119503
482,482,13254,null
483,483,117518,34527
484,484,13254,null
485,485,114984,117466
486,486,122798,115236
487,487,116706,110640
488,488,116706,null
489,489,34179,110640
490,490,116957,13254
491,491,116957,119822
492,492,116957,111326
493,493,115854,null
494,494,114388,null
495,495,114388,114388
496,496,121186,1661
497,497,114782,115854
498,498,114782,null
499,499,4500,null
500,500,4500,110640
501,501,110640,117466
502,502,110640,13254
503,503,110640,436
504,504,110640,110640
505,505,110640,118638
506,506,110640,110640
507,507,110640,4500
508,508,110640,116706
509,509,110640,13254
510,510,110640,121186
511,511,112293,null
512,512,112293,null
513,513,114806,null
514,514,112293,110640
515,515,112293,110640
516,516,112293,112293
517,517,112293,112293
518,518,115743,114694
519,519,111736,110640
520,520,4226,null
521,521,4500,110640
522,522,114782,null
523,523,114782,13254
524,524,114782,35527
525,525,114782,1661
526,526,118097,null
527,527,4500,112043
528,528,116022,null
529,529,443,110640
530,530,118384,110640
531,531,118384,117467
532,532,108283,117467
533,533,108263,null
534,534,108283,15703
535,535,17904,null
536,536,115854,114782
537,537,116471,114694
538,538,116471,116022
539,539,17904,null
540,540,110639,108263
541,541,116471,null
542,542,117030,17904
543,543,117594,110640
544,544,117594,null
545,545,117030,116022
546,546,117030,114806
547,547,118384,112293
548,548,118033,114694
549,549,118033,116022
550,550,113858,null
551,551,118033,114806
552,552,113858,null
553,553,111852,110640
554,554,117551,null
555,555,113483,112821
556,556,113483,117448
557,557,117568,117594
558,558,117568,null
559,559,117579,null
560,560,108263,null
561,561,116933,110690
562,562,113629,117467
563,563,113629,117568
564,564,113629,113858
565,565,113292,119822
566,566,113292,null
567,567,113629,null
568,568,111811,null
569,569,123854,null
570,570,111811,116022
571,571,116318,113629
572,572,118823,111811
573,573,116318,113858
574,574,17904,113292
575,575,17904,117551
576,576,113669,113629
577,577,113690,113629
578,578,17904,116471
579,579,112457,116973
580,580,113669,111811
581,581,17904,114782
582,582,17904,114806
583,583,106112,114694
584,584,112976,113292
585,585,113723,null
586,586,114878,null
587,587,114873,null
588,588,117140,null
589,589,36641,null
590,590,112043,117467
591,591,36641,null
592,592,36641,117140
593,593,117448,110640
594,594,36641,111811
595,595,113629,36641
596,596,113667,null
597,597,112043,15703
598,598,112043,36641
599,599,107036,null
600,600,113667,97949
601,601,112043,111811
602,602,113667,117594
603,603,114871,117448
604,604,114871,114878
605,605,111811,120922
606,606,111811,116202
607,607,104584,117466
608,608,113688,113629
609,609,111811,117568
610,610,113688,36641
611,611,114674,null
612,612,122577,null
613,613,117138,110640
614,614,122577,114694
615,615,122577,36641
616,616,122577,114873
617,617,56646,null
618,618,112779,null
619,619,110640,108263
620,620,36011,null
621,621,118676,null
622,622,4320,113629
623,623,122331,null
624,624,122331,111811
625,625,113217,null
626,626,113217,36011
627,627,113217,122577
628,628,103440,null
629,629,113217,114694
630,630,114782,113217
631,631,114782,112779
632,632,122389,113629
633,633,122389,111811
634,634,122389,null
635,635,114782,111326
636,636,115027,null
637,637,114782,120922
638,638,117824,null
639,639,117824,113629
640,640,117824,4320
641,641,115027,36641
642,642,117824,null
643,643,115027,113629
644,644,115027,null
645,645,115027,117824
646,646,113961,null
647,647,113961,117499
648,648,115027,111326
649,649,113961,111726
650,650,104464,117467
651,651,104464,113961
652,652,104464,115027
653,653,104584,113961
654,654,104464,117824
655,655,104584,null
656,656,104989,110640
657,657,104989,114674
658,658,116791,118823
659,659,116791,117579
660,660,116791,113629
661,661,116791,111811
662,662,116791,null
663,663,110640,118676
664,664,110640,122331
665,665,110640,104584
666,666,115739,110640
667,667,112108,110640
668,668,119657,null
669,669,111811,118823
670,670,116381,null
671,671,116025,113930
672,672,115162,110640
673,673,117140,117824
674,674,115162,117448
675,675,117140,36011
676,676,116025,15703
677,677,115162,null
678,678,116025,113961
679,679,118216,null
680,680,116025,104464
681,681,116025,117140
682,682,116025,115027
683,683,116025,104464
684,684,118561,118216
685,685,118733,null
686,686,112288,null
687,687,123984,null
688,688,112669,117467
689,689,118733,18161
690,690,123984,115162
691,691,118733,104464
692,692,118218,118216
693,693,112005,110640
694,694,102912,117448
695,695,120270,null
696,696,116266,null
697,697,104547,null
698,698,104547,114694
699,699,104547,123984
700,700,104547,118216
701,701,104547,115162
702,702,118218,null
703,703,103694,104547
704,704,118218,115162
705,705,118340,118216
706,706,18161,116973
707,707,118216,118218
708,708,18161,110640
709,709,18161,113939
710,710,18161,18161
711,711,18161,118733
712,712,103493,118218
713,713,103493,103493
714,714,18161,34179
715,715,114919,116266
716,716,18161,111891
717,717,18161,117499
718,718,18161,110640
719,719,18161,117568
720,720,124715,null
721,721,1192,118733
722,722,124715,115162
723,723,1192,117824
724,724,117910,null
725,725,118203,110640
726,726,118912,null
727,727,42005,117448
728,728,42005,110640
729,729,42005,null
730,730,114782,117910
731,731,117579,null
732,732,117467,111656
733,733,117579,116791
734,734,117467,42005
735,735,121776,null
736,736,116025,117467
737,737,117467,16501
738,738,113396,117467
739,739,112043,115162
740,740,117467,null
741,741,122264,113930
742,742,112043,104547
743,743,116025,117467
744,744,122264,119822
745,745,114919,null
746,746,114919,118912
747,747,122264,110640
748,748,113396,121776
749,749,118084,114919
750,750,102948,110640
751,751,118084,118561
752,752,114919,null
753,753,118084,null
754,754,112296,121232
755,755,116471,113292
756,756,113217,113217
757,757,117404,null
758,758,117404,118084
759,759,117404,117579
760,760,117404,114919
761,761,112296,112296
762,762,117404,113961
763,763,117404,113217
764,764,105495,118084
765,765,112063,null
766,766,124715,114694
767,767,112063,118084
768,768,112063,124715
769,769,118246,null
770,770,112063,118218
771,771,112063,115162
772,772,30662,null
773,773,115425,118084
774,774,117949,null
775,775,30662,114919
776,776,105250,114694
777,777,119366,118246
778,778,119366,112063
779,779,117403,null
780,780,114997,117467
781,781,119366,117404
782,782,119366,118216
783,783,114997,112063
784,784,110640,117949
785,785,114782,120270
786,786,110640,117467
787,787,34179,118218
788,788,34179,114782
789,789,4656,30662
790,790,81314,null
791,791,94140,119657
792,792,94140,104464
793,793,114782,112524
794,794,94140,1192
795,795,94140,113217
796,796,94140,122577
797,797,115743,4656
798,798,114317,119366
799,799,114317,119366
800,800,115743,119366
801,801,114317,117404
802,802,114317,117404
803,803,114782,116791
804,804,118676,110640
805,805,104584,81314
806,806,118784,114782
807,807,120922,null
808,808,113362,117467
809,809,113362,114919
810,810,113362,null
811,811,124784,120922
812,812,124784,4656
813,813,124784,119366
814,814,116481,114694
815,815,116481,114919
816,816,117459,13254
817,817,118784,null
818,818,102955,117467
819,819,114456,117448
820,820,110640,42005
821,821,111961,13254
822,822,42005,110640
823,823,118800,null
824,824,113312,null
825,825,113312,null
826,826,111852,117467
827,827,111852,113930
828,828,102124,null
829,829,113413,102124
830,830,111852,4656
831,831,732,null
832,832,112975,null
833,833,125805,null
834,834,101966,null
835,835,125805,108263
836,836,117608,117375
837,837,116384,null
838,838,116384,94140
839,839,113500,null
840,840,125805,117467
841,841,104586,null
842,842,113500,113413
843,843,125805,null
844,844,113500,105390
845,845,104586,null
846,846,104586,null
847,847,124670,125805
848,848,113362,125805
849,849,116596,117404
850,850,124670,null
851,851,124670,116384
852,852,113362,116384
853,853,111927,null
854,854,116596,114919
855,855,124670,118800
856,856,124670,4656
857,857,111927,114694
858,858,102372,102948
859,859,117875,null
860,860,111927,null
861,861,102372,null
862,862,124670,124715
863,863,124646,null
864,864,35480,113362
865,865,125805,4656
866,866,125805,124670
867,867,117875,117448
868,868,35480,113413
869,869,125805,30662
870,870,125805,117404
871,871,57306,null
872,872,57220,null
873,873,35480,null
874,874,35487,null
875,875,35480,116481
876,876,1204,null
877,877,122331,104586
878,878,122331,104586
879,879,104584,null
880,880,110636,112975
881,881,102372,113312
882,882,102372,null
883,883,104311,110640
884,884,111927,35487
885,885,112129,35480
886,886,112129,124670
887,887,121650,null
888,888,112129,124670
889,889,26142,null
890,890,112129,4656
891,891,35487,111927
892,892,121232,112296
893,893,108263,null
894,894,117805,null
895,895,117805,110640
896,896,100272,null
897,897,121232,120954
898,898,106112,116384
899,899,125643,115743
900,900,125643,114694
901,901,106112,120922
902,902,106112,null
903,903,99987,null
904,904,95204,4656
905,905,95204,116384
906,906,115020,null
907,907,115020,null
908,908,115020,106112
909,909,117875,117467
910,910,115020,120558
911,911,115020,104584
912,912,115020,110640
913,913,115020,15702
914,914,115020,113483
915,915,115020,111927
916,916,115020,111927
917,917,107243,null
918,918,117537,null
919,919,361,null
920,920,121770,null
921,921,118647,null
922,922,116471,null
923,923,118647,115020
924,924,116471,115020
925,925,118647,100272
926,926,123990,null
927,927,123990,121770
928,928,124646,116384
929,929,124646,118246
930,930,124646,104547
931,931,125515,null
932,932,117662,null
933,933,125515,125515
934,934,118647,null
935,935,112181,99987
936,936,125883,null
937,937,121736,117467
938,938,110640,118647
939,939,110640,117662
940,940,110640,116471
941,941,110640,118647
942,942,110640,107243
943,943,110640,112181
944,944,121076,113930
945,945,110640,99987
946,946,110640,104586
947,947,110640,113500
948,948,110640,101966
949,949,110640,125805
950,950,110640,124784
951,951,110640,4656
952,952,110640,116471
953,953,110640,125805
954,954,110640,110640
955,955,110640,113217
956,956,110640,104464
957,957,105396,null
958,958,110640,114782
959,959,113312,null
960,960,113312,110640
961,961,122768,null
962,962,112284,null
963,963,108845,null
964,964,108845,null
965,965,125674,117467
966,966,108845,null
967,967,113512,null
968,968,108845,124715
969,969,105774,null
970,970,37944,117467
971,971,117099,null
972,972,114120,null
973,973,104584,null
974,974,125674,null
975,975,124201,117448
976,976,17904,null
977,977,124201,114694
978,978,17904,110640
979,979,124201,125674
980,980,17904,125515
981,981,17904,115020
982,982,17904,117662
983,983,17904,113312
984,984,17904,125515
985,985,17904,116471
986,986,17904,110640
987,987,113166,125674
988,988,113166,361
989,989,113166,106112
990,990,113166,118784
991,991,34179,null
992,992,34179,117662
993,993,113166,null
994,994,113901,null
995,995,114782,361
996,996,35135,110640
997,997,34179,117875
998,998,113162,113901
999,999,113162,114694
1000,1000,113618,110640
1001,1001,121048,null
1002,1002,116957,null
1003,1003,103694,null
1004,1004,121620,null
1005,1005,112284,null
1006,1006,121620,null
1007,1007,110640,121620
1008,1008,110640,112284
1009,1009,110640,104584
1010,1010,110640,108263
1011,1011,111726,null
1012,1012,104465,null
1013,1013,111686,117467
1014,1014,111686,113930
1015,1015,111686,124715
1016,1016,113312,114120
1017,1017,124167,110640
1018,1018,112079,null
1019,1019,124670,110640
1020,1020,20240,113901
1021,1021,117634,112079
1022,1022,117634,34179
1023,1023,117634,17904
1024,1024,112079,117634
1025,1025,116973,125515
1026,1026,112591,null
1027,1027,112079,117662
1028,1028,112079,116471
1029,1029,117634,113312
1030,1030,117634,117662
1031,1031,114694,20240
1032,1032,116973,null
1033,1033,117634,125515
1034,1034,104584,110640
1035,1035,117634,115020
1036,1036,116973,112079
1037,1037,117634,116973
1038,1038,102912,117467
1039,1039,102912,15703
1040,1040,102912,113930
1041,1041,116973,117634
1042,1042,117594,116973
1043,1043,102912,121620
1044,1044,102912,113162
1045,1045,116973,117634
1046,1046,116973,112079
1047,1047,117608,null
1048,1048,113541,114694
1049,1049,115088,null
1050,1050,121711,361
1051,1051,113541,104465
1052,1052,124630,121048
1053,1053,124630,113162
1054,1054,117609,null
1055,1055,124630,124201
1056,1056,117634,null
1057,1057,116973,117634
1058,1058,117030,null
1059,1059,124630,108845
1060,1060,117609,117609
1061,1061,117594,null
1062,1062,117609,117608
1063,1063,116973,117594
1064,1064,121711,null
1065,1065,124630,114782
1066,1066,117608,117609
1067,1067,117634,117594
1068,1068,117634,117030
1069,1069,117594,117030
1070,1070,117634,117594
1071,1071,117568,117594
1072,1072,112662,null
1073,1073,110640,104465
1074,1074,117568,null
1075,1075,117579,null
1076,1076,12443,121650
1077,1077,117568,117579
1078,1078,117579,117568
1079,1079,12443,null
1080,1080,117409,null
1081,1081,112284,110640
1082,1082,125643,104547
1083,1083,94255,null
1084,1084,14949,115088
1085,1085,125643,null
1086,1086,39388,117030
1087,1087,125772,117579
1088,1088,120115,94255
1089,1089,104471,114694
1090,1090,104471,124715
1091,1091,112220,102948
1092,1092,113656,117448
1093,1093,117551,null
1094,1094,115739,102948
1095,1095,111852,113930
1096,1096,111852,120558
1097,1097,104547,112043
1098,1098,104547,124646
1099,1099,126391,null
1100,1100,115086,null
1101,1101,126391,115086
1102,1102,126391,125643
1103,1103,126391,94255
1104,1104,126391,102912
1105,1105,126391,113162
1106,1106,105355,null
1107,1107,121436,14949
1108,1108,113540,110690
1109,1109,121436,121048
1110,1110,113744,null
1111,1111,113744,110640
1112,1112,12388,112288
1113,1113,12388,null
1114,1114,126391,15703
1115,1115,126391,113930
1116,1116,126391,111878
1117,1117,124670,110640
1118,1118,105540,110640
1119,1119,104765,null
1120,1120,118880,null
1121,1121,118880,99987
1122,1122,118880,104765
1123,1123,112005,114674
1124,1124,117467,110640
1125,1125,117467,117551
1126,1126,117467,125643
1127,1127,117467,94255
1128,1128,122329,105355
1129,1129,102542,110640
1130,1130,112063,null
1131,1131,119087,null
1132,1132,112063,117634
1133,1133,112063,112662
1134,1134,112063,112591
1135,1135,112063,112063
1136,1136,112063,125772
1137,1137,113618,null
1138,1138,112284,115086
1139,1139,117143,110640
1140,1140,113618,15703
1141,1141,15703,null
1142,1142,102542,4512
1143,1143,113618,126391
1144,1144,15703,112662
1145,1145,113618,115086
1146,1146,15703,15703
1147,1147,113618,126391
1148,1148,118610,118880
1149,1149,15703,17904
1150,1150,15703,113312
1151,1151,15703,116471
1152,1152,113618,12443
1153,1153,15703,119087
1154,1154,15703,112063
1155,1155,117384,null
1156,1156,15703,117551
1157,1157,105661,null
1158,1158,104425,117448
1159,1159,114782,null
1160,1160,114782,105661
1161,1161,110640,111726
1162,1162,114782,15703
1163,1163,110640,15703
1164,1164,114782,119087
1165,1165,114782,112063
1166,1166,110640,119087
1167,1167,110640,118610
1168,1168,114782,117579
1169,1169,110640,118880
1170,1170,110640,104765
1171,1171,114782,117609
1172,1172,110640,117634
1173,1173,110640,110640
1174,1174,110640,110640
1175,1175,117459,116973
1176,1176,110640,117609
1177,1177,111404,110640
1178,1178,112284,null
1179,1179,117203,112063
1180,1180,118722,117467
1181,1181,113021,null
1182,1182,116706,null
1183,1183,117459,null
1184,1184,111852,null
1185,1185,101229,116973
1186,1186,116706,117662
1187,1187,101229,112591
1188,1188,116706,116706
1189,1189,121054,null
1190,1190,121054,116957
1191,1191,114782,null
1192,1192,116706,117203
1193,1193,116706,116973
1194,1194,114782,112662
1195,1195,116706,112079
1196,1196,114782,112591
1197,1197,114782,112079
1198,1198,114782,117662
1199,1199,118116,null
1200,1200,103961,113541
1201,1201,103961,null
1202,1202,103961,null
1203,1203,103961,null
1204,1204,126376,117448
1205,1205,117820,null
1206,1206,105396,117467
1207,1207,105396,113930
1208,1208,115162,null
1209,1209,115739,117551
1210,1210,115739,116706
1211,1211,124670,110640
1212,1212,124670,117467
1213,1213,105205,117384
1214,1214,105205,119087
1215,1215,111746,null
1216,1216,105205,12443
1217,1217,113082,111746
1218,1218,113084,111746
1219,1219,105205,121048
1220,1220,105205,113901
1221,1221,113084,null
1222,1222,113082,null
1223,1223,111746,113082
1224,1224,111746,113084
1225,1225,124749,113082
1226,1226,124749,111746
1227,1227,113084,113082
1228,1228,124749,115162
1229,1229,124749,103961
1230,1230,113082,124749
1231,1231,111746,124749
1232,1232,113082,113084
1233,1233,111746,113084
1234,1234,113084,124749
1235,1235,111852,113082
1236,1236,111852,113082
1237,1237,111852,113084
1238,1238,111852,118116
1239,1239,111746,113082
1240,1240,15797,110640
1241,1241,111746,111852
1242,1242,111930,null
1243,1243,111746,124749
1244,1244,124480,110640
1245,1245,124201,113082
1246,1246,124201,103961
1247,1247,124201,111852
1248,1248,124201,124749
1249,1249,124480,119822
1250,1250,117810,116973
1251,1251,111885,113082
1252,1252,124480,113082
1253,1253,111885,113084
1254,1254,113485,null
1255,1255,124480,113021
1256,1256,111885,124749
1257,1257,117810,111495
1258,1258,110640,117820
1259,1259,117810,112176
1260,1260,124480,null
1261,1261,111885,null
1262,1262,111746,113485
1263,1263,113485,111746
1264,1264,110640,116706
1265,1265,113084,111746
1266,1266,110640,117409
1267,1267,121650,12443
1268,1268,121650,null
1269,1269,121650,104465
1270,1270,112079,111930
1271,1271,112079,119087
1272,1272,112079,117551
1273,1273,112079,112079
1274,1274,106112,124646
1275,1275,8981,117467
1276,1276,106112,116384
1277,1277,8981,124749
1278,1278,121650,null
1279,1279,117375,null
1280,1280,113362,118647
1281,1281,8981,null
1282,1282,121650,115162
1283,1283,111782,117634
1284,1284,116396,null
1285,1285,114993,117467
1286,1286,106112,null
1287,1287,111782,null
1288,1288,114993,null
1289,1289,113362,106112
1290,1290,113091,null
1291,1291,113091,113500
1292,1292,114778,8981
1293,1293,114778,null
1294,1294,113413,113091
1295,1295,19583,8981
1296,1296,19583,114778
1297,1297,19583,113084
1298,1298,114782,111746
1299,1299,114782,113485
1300,1300,117465,null
1301,1301,114782,111930
1302,1302,127188,121650
1303,1303,120113,114993
1304,1304,117465,117111
1305,1305,104853,null
1306,1306,117024,117403
1307,1307,120113,null
1308,1308,117465,null
1309,1309,102912,null
1310,1310,126376,114782
1311,1311,8981,113021
1312,1312,8981,117465
1313,1313,112771,117465
1314,1314,8981,111746
1315,1315,116906,117467
1316,1316,116906,8981
1317,1317,116906,120113
1318,1318,116217,117467
1319,1319,116217,15703
1320,1320,117375,null
1321,1321,106565,null
1322,1322,115587,8981
1323,1323,106565,17904
1324,1324,122560,110640
1325,1325,115587,117467
1326,1326,122560,114782
1327,1327,122560,110640
1328,1328,106565,111782
1329,1329,115587,113930
1330,1330,116022,null
1331,1331,121138,null
1332,1332,116350,null
1333,1333,116350,114694
1334,1334,117810,114782
1335,1335,117810,117568
1336,1336,113565,110640
1337,1337,117375,116350
1338,1338,117810,116706
1339,1339,124201,110640
1340,1340,121736,117375
1341,1341,108283,117375
1342,1342,124201,13254
1343,1343,108283,121138
1344,1344,124201,113082
1345,1345,124201,30662
1346,1346,114694,124715
1347,1347,127374,null
1348,1348,127388,null
1349,1349,122732,114694
1350,1350,122732,127374
1351,1351,103479,null
1352,1352,116025,null
1353,1353,116025,121650
1354,1354,116025,104465
1355,1355,116025,103961
1356,1356,122732,117467
1357,1357,110640,102912
1358,1358,122732,113162
1359,1359,117472,116022
1360,1360,122732,113901
1361,1361,117472,117375
1362,1362,117472,117375
