,source,target
129,34179,110640
130,116957,13254
131,116957,119822
132,116957,111326
133,115854,0
134,114388,0
135,114388,114388
136,121186,1661
137,114782,115854
138,114782,0
139,4500,0
140,4500,110640
141,110640,117466
142,110640,13254
143,110640,436
144,110640,110640
145,110640,118638
146,110640,110640
147,110640,4500
148,110640,116706
149,110640,13254
150,110640,121186
151,112293,0
152,112293,0
153,114806,0
154,112293,110640
155,112293,110640
156,112293,112293
157,112293,112293
158,115743,114694
159,111736,110640
160,4226,0
161,4500,110640
162,114782,0
163,114782,13254
164,114782,35527
165,114782,1661
166,118097,0
167,4500,112043
168,116022,0
169,443,110640
170,118384,110640
171,118384,117467
172,108283,117467
173,108263,0
174,108283,15703
175,17904,0
176,115854,114782
177,116471,114694
178,116471,116022
179,17904,0
180,110639,108263
181,116471,0
182,117030,17904
183,117594,110640
184,117594,0
185,117030,116022
186,117030,114806
187,118384,112293
188,118033,114694
189,118033,116022
190,113858,0
191,118033,114806
192,113858,0
193,111852,110640
194,117551,0
195,113483,112821
196,113483,117448
197,117568,117594
198,117568,0
199,117579,0
200,108263,0
201,116933,110690
202,113629,117467
203,113629,117568
204,113629,113858
205,113292,119822
206,113292,0
207,113629,0
208,111811,0
209,123854,0
210,111811,116022
211,116318,113629
212,118823,111811
213,116318,113858
214,17904,113292
215,17904,117551
216,113669,113629
217,113690,113629
218,17904,116471
219,112457,116973
220,113669,111811
221,17904,114782
222,17904,114806
223,106112,114694
224,112976,113292
225,113723,0
226,114878,0
227,114873,0
228,117140,0
229,36641,0
230,112043,117467
231,36641,0
232,36641,117140
233,117448,110640
234,36641,111811
235,113629,36641
236,113667,0
237,112043,15703
238,112043,36641
239,107036,0
240,113667,97949
241,112043,111811
242,113667,117594
243,114871,117448
244,114871,114878
245,111811,120922
246,111811,116202
247,104584,117466
248,113688,113629
249,111811,117568
250,113688,36641
251,114674,0
252,122577,0
253,117138,110640
254,122577,114694
255,122577,36641
256,122577,114873
257,56646,0
258,112779,0
259,110640,108263
260,36011,0
261,118676,0
262,4320,113629
263,122331,0
264,122331,111811
265,113217,0
266,113217,36011
267,113217,122577
268,103440,0
269,113217,114694
270,114782,113217
271,114782,112779
272,122389,113629
273,122389,111811
274,122389,0
275,114782,111326
276,115027,0
277,114782,120922
278,117824,0
279,117824,113629
280,117824,4320
281,115027,36641
282,117824,0
283,115027,113629
284,115027,0
285,115027,117824
286,113961,0
287,113961,117499
288,115027,111326
289,113961,111726
290,104464,117467
291,104464,113961
292,104464,115027
293,104584,113961
294,104464,117824
295,104584,0
296,104989,110640
297,104989,114674
298,116791,118823
299,116791,117579
300,116791,113629
301,116791,111811
302,116791,0
303,110640,118676
304,110640,122331
305,110640,104584
306,115739,110640
307,112108,110640
308,119657,0
309,111811,118823
310,116381,0
311,116025,113930
312,115162,110640
313,117140,117824
314,115162,117448
315,117140,36011
316,116025,15703
317,115162,0
318,116025,113961
319,118216,0
320,116025,104464
321,116025,117140
322,116025,115027
323,116025,104464
324,118561,118216
325,118733,0
326,112288,0
327,123984,0
328,112669,117467
329,118733,18161
330,123984,115162
331,118733,104464
332,118218,118216
333,112005,110640
334,102912,117448
335,120270,0
336,116266,0
337,104547,0
338,104547,114694
339,104547,123984
340,104547,118216
341,104547,115162
342,118218,0
343,103694,104547
344,118218,115162
345,118340,118216
346,18161,116973
347,118216,118218
348,18161,110640
349,18161,113939
350,18161,18161
351,18161,118733
352,103493,118218
353,103493,103493
354,18161,34179
355,114919,116266
356,18161,111891
357,18161,117499
358,18161,110640
359,18161,117568
360,124715,0
361,1192,118733
362,124715,115162
363,1192,117824
364,117910,0
365,118203,110640
366,118912,0
367,42005,117448
368,42005,110640
369,42005,0
370,114782,117910
371,117579,0
372,117467,111656
373,117579,116791
374,117467,42005
375,121776,0
376,116025,117467
377,117467,16501
378,113396,117467
379,112043,115162
380,117467,0
381,122264,113930
382,112043,104547
383,116025,117467
384,122264,119822
385,114919,0
386,114919,118912
387,122264,110640
388,113396,121776
389,118084,114919
390,102948,110640
391,118084,118561
392,114919,0
393,118084,0
394,112296,121232
395,116471,113292
396,113217,113217
397,117404,0
398,117404,118084
399,117404,117579
400,117404,114919
401,112296,112296
402,117404,113961
403,117404,113217
404,105495,118084
405,112063,0
406,124715,114694
407,112063,118084
408,112063,124715
409,118246,0
410,112063,118218
411,112063,115162
412,30662,0
413,115425,118084
414,117949,0
415,30662,114919
416,105250,114694
417,119366,118246
418,119366,112063
419,117403,0
420,114997,117467
421,119366,117404
422,119366,118216
423,114997,112063
424,110640,117949
425,114782,120270
426,110640,117467
427,34179,118218
428,34179,114782
429,4656,30662
430,81314,0
431,94140,119657
432,94140,104464
433,114782,112524
434,94140,1192
435,94140,113217
436,94140,122577
437,115743,4656
438,114317,119366
439,114317,119366
440,115743,119366
441,114317,117404
442,114317,117404
443,114782,116791
444,118676,110640
445,104584,81314
446,118784,114782
447,120922,0
448,113362,117467
449,113362,114919
450,113362,0
451,124784,120922
452,124784,4656
453,124784,119366
454,116481,114694
455,116481,114919
456,117459,13254
457,118784,0
458,102955,117467
459,114456,117448
460,110640,42005
461,111961,13254
462,42005,110640
463,118800,0
464,113312,0
465,113312,0
466,111852,117467
467,111852,113930
468,102124,0
469,113413,102124
470,111852,4656
471,732,0
472,112975,0
473,125805,0
474,101966,0
475,125805,108263
476,117608,117375
477,116384,0
478,116384,94140
479,113500,0
480,125805,117467
481,104586,0
482,113500,113413
483,125805,0
484,113500,105390
485,104586,0
486,104586,0
487,124670,125805
488,113362,125805
489,116596,117404
490,124670,0
491,124670,116384
492,113362,116384
493,111927,0
494,116596,114919
495,124670,118800
496,124670,4656
497,111927,114694
498,102372,102948
499,117875,0
500,111927,0
501,102372,0
502,124670,124715
503,124646,0
504,35480,113362
505,125805,4656
506,125805,124670
507,117875,117448
508,35480,113413
509,125805,30662
510,125805,117404
511,57306,0
512,57220,0
513,35480,0
514,35487,0
515,35480,116481
516,1204,0
517,122331,104586
518,122331,104586
519,104584,0
520,110636,112975
521,102372,113312
522,102372,0
523,104311,110640
524,111927,35487
525,112129,35480
526,112129,124670
527,121650,0
528,112129,124670
529,26142,0
530,112129,4656
531,35487,111927
532,121232,112296
533,108263,0
534,117805,0
535,117805,110640
536,100272,0
537,121232,120954
538,106112,116384
539,125643,115743
540,125643,114694
541,106112,120922
542,106112,0
543,99987,0
544,95204,4656
545,95204,116384
546,115020,0
547,115020,0
548,115020,106112
549,117875,117467
550,115020,120558
551,115020,104584
552,115020,110640
553,115020,15702
554,115020,113483
555,115020,111927
556,115020,111927
557,107243,0
558,117537,0
559,361,0
560,121770,0
561,118647,0
562,116471,0
563,118647,115020
564,116471,115020
565,118647,100272
566,123990,0
567,123990,121770
568,124646,116384
569,124646,118246
570,124646,104547
571,125515,0
572,117662,0
573,125515,125515
574,118647,0
575,112181,99987
576,125883,0
577,121736,117467
578,110640,118647
579,110640,117662
580,110640,116471
581,110640,118647
582,110640,107243
583,110640,112181
584,121076,113930
585,110640,99987
586,110640,104586
587,110640,113500
588,110640,101966
589,110640,125805
590,110640,124784
591,110640,4656
592,110640,116471
593,110640,125805
594,110640,110640
595,110640,113217
596,110640,104464
597,105396,0
598,110640,114782
599,113312,0
600,113312,110640
601,122768,0
602,112284,0
603,108845,0
604,108845,0
605,125674,117467
606,108845,0
607,113512,0
608,108845,124715
609,105774,0
610,37944,117467
611,117099,0
612,114120,0
613,104584,0
614,125674,0
615,124201,117448
616,17904,0
617,124201,114694
618,17904,110640
619,124201,125674
620,17904,125515
621,17904,115020
622,17904,117662
623,17904,113312
624,17904,125515
625,17904,116471
626,17904,110640
627,113166,125674
628,113166,361
629,113166,106112
630,113166,118784
631,34179,0
632,34179,117662
633,113166,0
634,113901,0
635,114782,361
636,35135,110640
637,34179,117875
638,113162,113901
639,113162,114694
640,113618,110640
641,121048,0
642,116957,0
643,103694,0
644,121620,0
645,112284,0
646,121620,0
647,110640,121620
648,110640,112284
649,110640,104584
650,110640,108263
651,111726,0
652,104465,0
653,111686,117467
654,111686,113930
655,111686,124715
656,113312,114120
657,124167,110640
658,112079,0
659,124670,110640
660,20240,113901
661,117634,112079
662,117634,34179
663,117634,17904
664,112079,117634
665,116973,125515
666,112591,0
667,112079,117662
668,112079,116471
669,117634,113312
670,117634,117662
671,114694,20240
672,116973,0
673,117634,125515
674,104584,110640
675,117634,115020
676,116973,112079
677,117634,116973
678,102912,117467
679,102912,15703
680,102912,113930
681,116973,117634
682,117594,116973
683,102912,121620
684,102912,113162
685,116973,117634
686,116973,112079
687,117608,0
688,113541,114694
689,115088,0
690,121711,361
691,113541,104465
692,124630,121048
693,124630,113162
694,117609,0
695,124630,124201
696,117634,0
697,116973,117634
698,117030,0
699,124630,108845
700,117609,117609
701,117594,0
702,117609,117608
703,116973,117594
704,121711,0
705,124630,114782
706,117608,117609
707,117634,117594
708,117634,117030
709,117594,117030
710,117634,117594
711,117568,117594
712,112662,0
713,110640,104465
714,117568,0
715,117579,0
716,12443,121650
717,117568,117579
718,117579,117568
719,12443,0
720,117409,0
721,112284,110640
722,125643,104547
723,94255,0
724,14949,115088
725,125643,0
726,39388,117030
727,125772,117579
728,120115,94255
729,104471,114694
730,104471,124715
731,112220,102948
732,113656,117448
733,117551,0
734,115739,102948
735,111852,113930
736,111852,120558
737,104547,112043
738,104547,124646
739,126391,0
740,115086,0
741,126391,115086
742,126391,125643
743,126391,94255
744,126391,102912
745,126391,113162
746,105355,0
747,121436,14949
748,113540,110690
749,121436,121048
750,113744,0
751,113744,110640
752,12388,112288
753,12388,0
754,126391,15703
755,126391,113930
756,126391,111878
757,124670,110640
758,105540,110640
759,104765,0
760,118880,0
761,118880,99987
762,118880,104765
763,112005,114674
764,117467,110640
765,117467,117551
766,117467,125643
767,117467,94255
768,122329,105355
769,102542,110640
770,112063,0
771,119087,0
772,112063,117634
773,112063,112662
774,112063,112591
775,112063,112063
776,112063,125772
777,113618,0
778,112284,115086
779,117143,110640
780,113618,15703
781,15703,0
782,102542,4512
783,113618,126391
784,15703,112662
785,113618,115086
786,15703,15703
787,113618,126391
788,118610,118880
789,15703,17904
790,15703,113312
791,15703,116471
792,113618,12443
793,15703,119087
794,15703,112063
795,117384,0
796,15703,117551
797,105661,0
798,104425,117448
799,114782,0
800,114782,105661
801,110640,111726
802,114782,15703
803,110640,15703
804,114782,119087
805,114782,112063
806,110640,119087
807,110640,118610
808,114782,117579
809,110640,118880
810,110640,104765
811,114782,117609
812,110640,117634
813,110640,110640
814,110640,110640
815,117459,116973
816,110640,117609
817,111404,110640
818,112284,0
819,117203,112063
820,118722,117467
821,113021,0
822,116706,0
823,117459,0
824,111852,0
825,101229,116973
826,116706,117662
827,101229,112591
828,116706,116706
829,121054,0
830,121054,116957
831,114782,0
832,116706,117203
833,116706,116973
834,114782,112662
835,116706,112079
836,114782,112591
837,114782,112079
838,114782,117662
839,118116,0
840,103961,113541
841,103961,0
842,103961,0
843,103961,0
844,126376,117448
845,117820,0
846,105396,117467
847,105396,113930
848,115162,0
849,115739,117551
850,115739,116706
851,124670,110640
852,124670,117467
853,105205,117384
854,105205,119087
855,111746,0
856,105205,12443
857,113082,111746
858,113084,111746
859,105205,121048
860,105205,113901
861,113084,0
862,113082,0
863,111746,113082
864,111746,113084
865,124749,113082
866,124749,111746
867,113084,113082
868,124749,115162
869,124749,103961
870,113082,124749
871,111746,124749
872,113082,113084
873,111746,113084
874,113084,124749
875,111852,113082
876,111852,113082
877,111852,113084
878,111852,118116
879,111746,113082
880,15797,110640
881,111746,111852
882,111930,0
883,111746,124749
884,124480,110640
885,124201,113082
886,124201,103961
887,124201,111852
888,124201,124749
889,124480,119822
890,117810,116973
891,111885,113082
892,124480,113082
893,111885,113084
894,113485,0
895,124480,113021
896,111885,124749
897,117810,111495
898,110640,117820
899,117810,112176
900,124480,0
901,111885,0
902,111746,113485
903,113485,111746
904,110640,116706
905,113084,111746
906,110640,117409
907,121650,12443
908,121650,0
909,121650,104465
910,112079,111930
911,112079,119087
912,112079,117551
913,112079,112079
914,106112,124646
915,8981,117467
916,106112,116384
917,8981,124749
918,121650,0
919,117375,0
920,113362,118647
921,8981,0
922,121650,115162
923,111782,117634
924,116396,0
925,114993,117467
926,106112,0
927,111782,0
928,114993,0
929,113362,106112
930,113091,0
931,113091,113500
932,114778,8981
933,114778,0
934,113413,113091
935,19583,8981
936,19583,114778
937,19583,113084
938,114782,111746
939,114782,113485
940,117465,0
941,114782,111930
942,127188,121650
943,120113,114993
944,117465,117111
945,104853,0
946,117024,117403
947,120113,0
948,117465,0
949,102912,0
950,126376,114782
951,8981,113021
952,8981,117465
953,112771,117465
954,8981,111746
955,116906,117467
956,116906,8981
957,116906,120113
958,116217,117467
959,116217,15703
960,117375,0
961,106565,0
962,115587,8981
963,106565,17904
964,122560,110640
965,115587,117467
966,122560,114782
967,122560,110640
968,106565,111782
969,115587,113930
970,116022,0
971,121138,0
972,116350,0
973,116350,114694
974,117810,114782
975,117810,117568
976,113565,110640
977,117375,116350
978,117810,116706
979,124201,110640
980,121736,117375
981,108283,117375
982,124201,13254
983,108283,121138
984,124201,113082
985,124201,30662
986,114694,124715
987,127374,0
988,127388,0
989,122732,114694
990,122732,127374
991,103479,0
992,116025,0
993,116025,121650
994,116025,104465
995,116025,103961
996,122732,117467
997,110640,102912
998,122732,113162
999,117472,116022
1000,122732,113901
1001,117472,117375
1002,117472,117375
1003,105774,0
1004,118676,110640
1005,122732,127388
1006,110640,124480
1007,110640,105774
1008,110640,116025
1009,113565,0
1010,120113,108845
1011,110640,116022
1012,120113,114782
1013,110640,106565
1014,117460,0
1015,113621,113565
1016,110640,117375
1017,110640,111930
1018,113621,121650
1019,110640,126376
1020,110640,121054
1021,110640,112284
1022,101711,103479
1023,101711,117465
1024,118740,117467
1025,101711,117465
1026,110640,117409
1027,110640,103694
1028,110640,113166
1029,110640,113512
1030,117417,0
1031,110640,110640
1032,122690,0
1033,122690,104586
1034,113081,0
1035,113081,117467
1036,117381,117467
1037,117381,15703
1038,125480,117467
1039,114388,110640
1040,111326,0
1041,114388,0
1042,125480,116350
1043,125480,113084
1044,125480,116906
1045,110640,114388
1046,116375,125480
1047,116996,4656
1048,125746,124670
1049,112284,110640
1050,125746,117459
1051,125746,110640
1052,125746,12388
1053,125746,13254
1054,116996,0
1055,116996,118804
1056,103047,0
1057,112284,0
1058,103047,0
1059,103047,112079
1060,116996,118804
1061,104584,0
1062,125746,113565
1063,125746,127374
1064,125746,116906
1065,125746,125805
1066,125746,113362
1067,125746,4656
1068,125746,808
1069,124071,0
1070,114456,0
1071,125746,103047
1072,125746,103047
1073,126981,118610
1074,126981,102372
1075,113961,0
1076,113961,124071
1077,113961,103047
1078,117459,111746
1079,125480,0
1080,94234,125480
1081,94234,113961
1082,94234,103047
1083,116707,0
1084,116707,122732
1085,94234,0
1086,114065,0
1087,114065,0
1088,114418,110640
1089,1788,0
1090,103047,103047
1091,114782,94234
1092,115608,0
1093,110640,114065
1094,110640,117417
1095,125674,0
1096,732,113512
1097,113150,115608
1098,113150,114782
1099,113150,125480
1100,103047,106565
1101,116255,0
1102,116259,110640
1103,116259,114694
1104,110640,114782
1105,110640,116255
1106,113359,1788
1107,125674,124670
1108,113359,0
1109,100272,118647
1110,111879,117467
1111,111879,113359
1112,111879,116255
1113,113565,0
1114,113359,113565
1115,113359,111879
1116,113359,114871
1117,113359,104425
1118,113565,113359
1119,111495,116255
1120,111495,125480
1121,111495,113961
1122,111495,117375
1123,111495,105661
1124,113605,0
1125,410,0
1126,104584,0
1127,104228,113565
1128,104228,117417
1129,125267,114694
1130,105355,122329
1131,114090,113359
1132,114090,104584
1133,114090,113150
1134,114090,0
1135,111326,111326
1136,111326,111326
1137,111326,104584
1138,111326,116255
1139,111326,125480
1140,104731,125480
1141,119466,0
1142,119466,0
1143,104214,113605
1144,104214,113359
1145,104214,111879
1146,104214,125674
1147,104214,119466
1148,104214,119466
1149,116405,0
1150,110640,110640
1151,119466,0
1152,119466,117448
1153,119466,104214
1154,113166,104584
1155,113166,113961
1156,113166,124071
1157,112181,119466
1158,113166,112284
1159,113166,0
1160,103961,117472
1161,103961,116396
1162,103961,103961
1163,104584,104584
1164,117288,0
1165,104584,0
1166,113677,0
1167,113677,117288
1168,113677,113605
1169,113677,118824
1170,113677,13254
1171,117459,116706
1172,117459,112079
